dataset_id,data_volume,requests,group_title,data_source,dataset_title,var,sensor
jplMURSST41anom1day,17358,8758,ERD MUR Sea Surface Temperature,NASA,"SST Anomaly, NASA MUR",sst_anom,blended
jplMURSST41anommday,5376,4330,ERD MUR Sea Surface Temperature,NASA,"SST Anomaly, NASA MUR",sst_anom,blended
jplMURSST41clim,39,776,ERD MUR Sea Surface Temperature,NASA,"Climatology, NASA MUR",climatology,blended
jplMURSST41F,1101,1026,ERD MUR Sea Surface Temperature,NASA,"SST, NASA MUR",sst,blended
jplMURSST41mday,9559,5594,ERD MUR Sea Surface Temperature,NASA,"SST, NASA MUR",sst,blended
jplMURSST42,,,ERD MUR Sea Surface Temperature,NASA,"SST and SST Anomaly, NASA MUR, 0.25 degree",sst,blended
erdMBchla14day,41,1550,NASA Ocean Color,NASA,"Chlorophyll, NASA MODIS Aqua",chl,modis
erdMBchla1day,1385,13224,NASA Ocean Color,NASA,"Chlorophyll, NASA MODIS Aqua",chl,modis
erdMBchla3day,172,4346,NASA Ocean Color,NASA,"Chlorophyll, NASA MODIS Aqua",chl,modis
erdMBchla5day,21,1126,NASA Ocean Color,NASA,"Chlorophyll, NASA MODIS Aqua",chl,modis
erdMBchla8day,239,2934,NASA Ocean Color,NASA,"Chlorophyll, NASA MODIS Aqua",chl,modis
erdMBchlamday,900,5828,NASA Ocean Color,NASA,"Chlorophyll, NASA MODIS Aqua",chl,modis
erdMH1cflh1day,105,6144,NASA Ocean Color,NASA,"Chlorophyll fluorescence, NASA MODIS Aqua",chl_fluor,modis
erdMH1cflh1day_R2022NRT,2,98,NASA Ocean Color,NASA,"Chlorophyll fluorescence, NASA MODIS Aqua",chl_fluor,modis
erdMH1cflh1day_R2022SQ,3,124,NASA Ocean Color,NASA,"Chlorophyll fluorescence, NASA MODIS Aqua",chl_fluor,modis
erdMH1cflh8day,64,6214,NASA Ocean Color,NASA,"Chlorophyll fluorescence, NASA MODIS Aqua",chl_fluor,modis
erdMH1cflh8day_R2022NRT,3,106,NASA Ocean Color,NASA,"Chlorophyll fluorescence, NASA MODIS Aqua",chl_fluor,modis
erdMH1cflh8day_R2022SQ,2,82,NASA Ocean Color,NASA,"Chlorophyll fluorescence, NASA MODIS Aqua",chl_fluor,modis
erdMH1cflhmday,59,6098,NASA Ocean Color,NASA,"Chlorophyll fluorescence, NASA MODIS Aqua",chl_fluor,modis
erdMH1cflhmday_R2022NRT,2,92,NASA Ocean Color,NASA,"Chlorophyll fluorescence, NASA MODIS Aqua",chl_fluor,modis
erdMH1cflhmday_R2022SQ,2,98,NASA Ocean Color,NASA,"Chlorophyll fluorescence, NASA MODIS Aqua",chl_fluor,modis
erdMH1chla1day,3130,17676,NASA Ocean Color,NASA,"Chlorophyll, NASA MODIS Aqua",chl,modis
erdMH1chla1day_R2022NRT,14,638,NASA Ocean Color,NASA,"Chlorophyll, NASA MODIS Aqua",chl,modis
erdMH1chla1day_R2022SQ,675,930,NASA Ocean Color,NASA,"Chlorophyll, NASA MODIS Aqua",chl,modis
erdMH1chla8day,20414,46176,NASA Ocean Color,NASA,"Chlorophyll, NASA MODIS Aqua",chl,modis
erdMH1chla8day_R2022NRT,116,470,NASA Ocean Color,NASA,"Chlorophyll, NASA MODIS Aqua",chl,modis
erdMH1chla8day_R202SQ,2704,996,NASA Ocean Color,NASA,"Chlorophyll, NASA MODIS Aqua",chl,modis
erdMH1chlamday,26523,42650,NASA Ocean Color,NASA,"Chlorophyll, NASA MODIS Aqua",chl,modis
erdMH1chlamday_R2022NRT,17,418,NASA Ocean Color,NASA,"Chlorophyll, NASA MODIS Aqua",chl,modis
erdMH1chlamday_R2022SQ,1093,378,NASA Ocean Color,NASA,"Chlorophyll, NASA MODIS Aqua",chl,modis
erdMH1kd4901day,124,7032,NASA Ocean Color,NASA,"Kd490, NASA MODIS Aqua",kd_490,modis
erdMH1kd4901day_R2022NRT,3,106,NASA Ocean Color,NASA,"Kd490, NASA MODIS Aqua",kd_490,modis
erdMH1kd4901day_R2022SQ,3,130,NASA Ocean Color,NASA,"Kd490, NASA MODIS Aqua",kd_490,modis
erdMH1kd4908day,85,7048,NASA Ocean Color,NASA,"Kd490, NASA MODIS Aqua",kd_490,modis
erdMH1kd4908day_R2022NRT,3,108,NASA Ocean Color,NASA,"Kd490, NASA MODIS Aqua",kd_490,modis
erdMH1kd4908day_R2022SQ,3,134,NASA Ocean Color,NASA,"Kd490, NASA MODIS Aqua",kd_490,modis
erdMH1kd490mday,2118,10798,NASA Ocean Color,NASA,"Kd490, NASA MODIS Aqua",kd_490,modis
erdMH1kd490mday_R2022NRT,3,116,NASA Ocean Color,NASA,"Kd490, NASA MODIS Aqua",kd_490,modis
erdMH1kd490mday_R2022SQ,2,96,NASA Ocean Color,NASA,"Kd490, NASA MODIS Aqua",kd_490,modis
erdMH1par01day,43,2226,NASA Ocean Color,NASA,"PAR, NASA MODIS Aqua",par,modis
erdMH1par01day_R2022NRT,9,114,NASA Ocean Color,NASA,"PAR, NASA MODIS Aqua",par,modis
erdMH1par01day_R2022SQ,2,94,NASA Ocean Color,NASA,"PAR, NASA MODIS Aqua",par,modis
erdMH1par08day,62,2948,NASA Ocean Color,NASA,"PAR, NASA MODIS Aqua",par,modis
erdMH1par08day_R2022NRT,2,86,NASA Ocean Color,NASA,"PAR, NASA MODIS Aqua",par,modis
erdMH1par08day_R2022SQ,2,78,NASA Ocean Color,NASA,"PAR, NASA MODIS Aqua",par,modis
erdMH1par0mday,60,2920,NASA Ocean Color,NASA,"PAR, NASA MODIS Aqua",par,modis
erdMH1par0mday_R2022NRT,2,76,NASA Ocean Color,NASA,"PAR, NASA MODIS Aqua",par,modis
erdMH1par0mday_R2022SQ,2,96,NASA Ocean Color,NASA,"PAR, NASA MODIS Aqua",par,modis
erdMHcdom8day,5,254,NASA Ocean Color,NASA,"CDOM, NASA MODIS Aqua",cdom,modis
erdMHcdommday,10,416,NASA Ocean Color,NASA,"CDOM, NASA MODIS Aqua",cdom,modis
erdMHcflh1day,5,230,NASA Ocean Color,NASA,"Chlorophyll fluorescence, NASA MODIS Aqua",chl_fluor,modis
erdMHcflh8day,5,262,NASA Ocean Color,NASA,"Chlorophyll fluorescence, NASA MODIS Aqua",chl_fluor,modis
erdMHcflhmday,5,234,NASA Ocean Color,NASA,"Chlorophyll fluorescence, NASA MODIS Aqua",chl_fluor,modis
erdMHchla1day,11,536,NASA Ocean Color,NASA,"Chlorophyll, NASA MODIS Aqua",chl,modis
erdMHchla8day,8,526,NASA Ocean Color,NASA,"Chlorophyll, NASA MODIS Aqua",chl,modis
erdMHchlamday,9,358,NASA Ocean Color,NASA,"Chlorophyll, NASA MODIS Aqua",chl,modis
erdMHk4901day,5,238,NASA Ocean Color,NASA,"Kd490, NASA MODIS Aqua",kd490,modis
erdMHk4908day,6,276,NASA Ocean Color,NASA,"Kd490, NASA MODIS Aqua",kd490,modis
erdMHk490mday,6,286,NASA Ocean Color,NASA,"Kd490, NASA MODIS Aqua",kd490,modis
erdMHpar01day,7,260,NASA Ocean Color,NASA,"PAR, NASA MODIS Aqua",par,modis
erdMHpar08day,5,232,NASA Ocean Color,NASA,"PAR, NASA MODIS Aqua",par,modis
erdMHpar0mday,5,232,NASA Ocean Color,NASA,"PAR, NASA MODIS Aqua",par,modis
erdMHr6678day,6,280,NASA Ocean Color,NASA,"Rrs, NASA, MODIS Aqua",rrs,modis
erdMHr667mday,5,216,NASA Ocean Color,NASA,"Rrs, NASA, MODIS Aqua",rrs,modis
erdMIdeli14day,7,434,NASA Ocean Color,NASA,"Chlorophyll fluorescence, NASA MODIS Aqua",chl_fluor,modis
erdMPchla14day,4,242,NASA Ocean Color,NASA,"Chlorophyll, NASA MODIS Aqua",chl,modis
erdMPchla1day,6,264,NASA Ocean Color,NASA,"Chlorophyll, NASA MODIS Aqua",chl,modis
erdMPchla3day,72,240,NASA Ocean Color,NASA,"Chlorophyll, NASA MODIS Aqua",chl,modis
erdMPchla8day,6,298,NASA Ocean Color,NASA,"Chlorophyll, NASA MODIS Aqua",chl,modis
erdMPchlamday,22,284,NASA Ocean Color,NASA,"Chlorophyll, NASA MODIS Aqua",chl,modis
erdMPIC1day,27,1412,NASA Ocean Color,NASA,"PIC, NASA MODIS Aqua",pic,modis
erdMPIC1day_R2022NRT,8,374,NASA Ocean Color,NASA,"PIC, NASA MODIS Aqua",pic,modis
erdMPIC1day_R2022SQ,3,102,NASA Ocean Color,NASA,"PIC, NASA MODIS Aqua",pic,modis
erdMPIC8day,13,738,NASA Ocean Color,NASA,"PIC, NASA MODIS Aqua",pic,modis
erdMPIC8day_R2022NRT,3,132,NASA Ocean Color,NASA,"PIC, NASA MODIS Aqua",pic,modis
erdMPIC8day_R2022SQ,2,90,NASA Ocean Color,NASA,"PIC, NASA MODIS Aqua",pic,modis
erdMPICmday,84,914,NASA Ocean Color,NASA,"PIC, NASA MODIS Aqua",pic,modis
erdMPICmday_R2022NRT,3,126,NASA Ocean Color,NASA,"PIC, NASA MODIS Aqua",pic,modis
erdMPICmday_R2022SQ,2,96,NASA Ocean Color,NASA,"PIC, NASA MODIS Aqua",pic,modis
erdMPk49014day,4,284,NASA Ocean Color,NASA,"Kd490, NASA MODIS Aqua",kd490,modis
erdMPk4901day,93,248,NASA Ocean Color,NASA,"Kd490, NASA MODIS Aqua",kd490,modis
erdMPk4903day,4,232,NASA Ocean Color,NASA,"Kd490, NASA MODIS Aqua",kd490,modis
erdMPk4908day,4,292,NASA Ocean Color,NASA,"Kd490, NASA MODIS Aqua",kd490,modis
erdMPk490mday,3,242,NASA Ocean Color,NASA,"Kd490, NASA MODIS Aqua",kd490,modis
erdMPOC1day,14,586,NASA Ocean Color,NASA,"POC, NASA MODIS Aqua",poc,modis
erdMPOC1day_R2022NRT,7,100,NASA Ocean Color,NASA,"POC, NASA MODIS Aqua",poc,modis
erdMPOC1day_R2022SQ,2,100,NASA Ocean Color,NASA,"POC, NASA MODIS Aqua",poc,modis
erdMPOC8day,14,690,NASA Ocean Color,NASA,"POC, NASA MODIS Aqua",poc,modis
erdMPOC8day_R2022NRT,3,100,NASA Ocean Color,NASA,"POC, NASA MODIS Aqua",poc,modis
erdMPOC8day_R2022SQ,2,92,NASA Ocean Color,NASA,"POC, NASA MODIS Aqua",poc,modis
erdMPOCmday,573,1782,NASA Ocean Color,NASA,"POC, NASA MODIS Aqua",poc,modis
erdMPOCmday_R2022NRT,2,100,NASA Ocean Color,NASA,"POC, NASA MODIS Aqua",poc,modis
erdMPOCmday_R2022SQ,4,144,NASA Ocean Color,NASA,"POC, NASA MODIS Aqua",poc,modis
erdMWcdom1day,7,446,NASA Ocean Color,NASA,"CDOM, NASA MODIS Aqua",cdom,modis
erdMWpar03day,13,1092,NASA Ocean Color,NASA,"PAR, NASA MODIS Aqua",par,modis
erdMWpar08day,13,1106,NASA Ocean Color,NASA,"PAR, NASA MODIS Aqua",par,modis
erdMH1pp1day,215,3822,ERD Primary Productivity,NASA,"Primary Productivity, MODIS",prim_prod,modis
erdMH1pp3day,18,962,ERD Primary Productivity,NASA,"Primary Productivity, MODIS",prim_prod,modis
erdMH1pp8day,44,1108,ERD Primary Productivity,NASA,"Primary Productivity, MODIS",prim_prod,modis
erdMH1ppmday,622,5364,ERD Primary Productivity,NASA,"Primary Productivity, MODIS",prim_prod,modis
erdG1ssta1day,17,1696,NASA Sea Surface Temperature,NOAA,"SST, NOAA GOES ",sst,blended
erdMBsstd14day,494,1470,NASA Sea Surface Temperature,NASA,SST NASA MODIS Aqua,sst,modis
erdMBsstd1day,434,6372,NASA Sea Surface Temperature,NASA,SST NASA MODIS Aqua,sst,modis
erdMBsstd1dayF,1593,2448,NASA Sea Surface Temperature,NASA,SST NASA MODIS Aqua,sst,modis
erdMBsstd3day,40,2294,NASA Sea Surface Temperature,NASA,SST NASA MODIS Aqua,sst,modis
erdMBsstd5day,18,1080,NASA Sea Surface Temperature,NASA,SST NASA MODIS Aqua,sst,modis
erdMBsstd8day,205,2706,NASA Sea Surface Temperature,NASA,SST NASA MODIS Aqua,sst,modis
erdMBsstd8dayF,1199,2622,NASA Sea Surface Temperature,NASA,SST NASA MODIS Aqua,sst,modis
erdMBsstdmday,97,1056,NASA Sea Surface Temperature,NASA,SST NASA MODIS Aqua,sst,modis
erdMH1sstd1day,12,566,NASA Sea Surface Temperature,NASA,SST NASA MODIS Aqua,sst,modis
erdMH1sstd1day_R2022NRTMasked,35,136,NASA Sea Surface Temperature,NASA,SST NASA MODIS Aqua,sst,modis
erdMH1sstd1day_R2022NRTNotMasked,8,242,NASA Sea Surface Temperature,NASA,SST NASA MODIS Aqua,sst,modis
erdMH1sstd1day_R2022SQMasked,619,316,NASA Sea Surface Temperature,NASA,SST NASA MODIS Aqua,sst,modis
erdMH1sstd1day_R2022SQNotMasked,2,92,NASA Sea Surface Temperature,NASA,SST NASA MODIS Aqua,sst,modis
erdMH1sstd1dayR20190,40,1774,NASA Sea Surface Temperature,NASA,SST NASA MODIS Aqua,sst,modis
erdMH1sstd1dayR20190NotMasked,9,552,NASA Sea Surface Temperature,NASA,SST NASA MODIS Aqua,sst,modis
erdMH1sstd1dayR20190SQ,207,2432,NASA Sea Surface Temperature,NASA,SST NASA MODIS Aqua,sst,modis
erdMH1sstd8day,10,588,NASA Sea Surface Temperature,NASA,SST NASA MODIS Aqua,sst,modis
erdMH1sstd8day_R2022SQMasked,3,104,NASA Sea Surface Temperature,NASA,SST NASA MODIS Aqua,sst,modis
erdMH1sstd8day_R2022SQNotMasked,2,88,NASA Sea Surface Temperature,NASA,SST NASA MODIS Aqua,sst,modis
erdMH1sstd8dayR20190,377,1766,NASA Sea Surface Temperature,NASA,SST NASA MODIS Aqua,sst,modis
erdMH1sstd8dayR20190SQ,6806,4046,NASA Sea Surface Temperature,NASA,SST NASA MODIS Aqua,sst,modis
erdMH1sstdmday,12,644,NASA Sea Surface Temperature,NASA,SST NASA MODIS Aqua,sst,modis
erdMH1sstdmday_R2022SQMasked,78,142,NASA Sea Surface Temperature,NASA,SST NASA MODIS Aqua,sst,modis
erdMH1sstdmday_R2022SQNotMasked,4,146,NASA Sea Surface Temperature,NASA,SST NASA MODIS Aqua,sst,modis
erdMH1sstdmdayR20190,8,510,NASA Sea Surface Temperature,NASA,SST NASA MODIS Aqua,sst,modis
erdMH1sstdmdayR20190SQ,2634,2190,NASA Sea Surface Temperature,NASA,SST NASA MODIS Aqua,sst,modis
erdMHsst41day,5,214,NASA Sea Surface Temperature,NASA,SST NASA MODIS Aqua,sst,modis
erdMHsst48day,5,222,NASA Sea Surface Temperature,NASA,SST NASA MODIS Aqua,sst,modis
erdMHsst4mday,5,246,NASA Sea Surface Temperature,NASA,SST NASA MODIS Aqua,sst,modis
erdMHsstd1day,6,1644,NASA Sea Surface Temperature,NASA,SST NASA MODIS Aqua,sst,modis
erdMHsstd8day,5,230,NASA Sea Surface Temperature,NASA,SST NASA MODIS Aqua,sst,modis
erdMHsstdmday,5,230,NASA Sea Surface Temperature,NASA,SST NASA MODIS Aqua,sst,modis
erdMHsstn8day,5,228,NASA Sea Surface Temperature,NASA,SST NASA MODIS Aqua,sst,modis
erdMHsstnmday,7,334,NASA Sea Surface Temperature,NASA,SST NASA MODIS Aqua,sst,modis
erdMWsstd1day,1825,2248,NASA Sea Surface Temperature,NASA,SST NASA MODIS Aqua,sst,modis
erdMWsstd3day,50,2338,NASA Sea Surface Temperature,NASA,SST NASA MODIS Aqua,sst,modis
erdMWsstd8day,4033,6682,NASA Sea Surface Temperature,NASA,SST NASA MODIS Aqua,sst,modis
erdMWsstdmday,19094,5612,NASA Sea Surface Temperature,NASA,SST NASA MODIS Aqua,sst,modis
erdQAdivmod14day,9,1070,ERD Winds,NOAA,"Winds, ASCAT",wind,ASCAT-A
erdQAdivmod1day,10,1100,ERD Winds,NOAA,"Winds, ASCAT",wind,ASCAT-A
erdQAdivmod3day,10,1136,ERD Winds,NOAA,"Winds, ASCAT",wind,ASCAT-A
erdQAdivmod8day,9,1082,ERD Winds,NOAA,"Winds, ASCAT",wind,ASCAT-A
erdQAdivmodmday,7,802,ERD Winds,NOAA,"Winds, ASCAT",wind,ASCAT-A
erdQAekm14day,10,1116,ERD Winds,NOAA,"Winds, ASCAT",wind,ASCAT-A
erdQAekm1day,12,1386,ERD Winds,NOAA,"Winds, ASCAT",wind,ASCAT-A
erdQAekm3day,11,1432,ERD Winds,NOAA,"Winds, ASCAT",wind,ASCAT-A
erdQAekm8day,10,1102,ERD Winds,NOAA,"Winds, ASCAT",wind,ASCAT-A
erdQAekmmday,6,728,ERD Winds,NOAA,"Winds, ASCAT",wind,ASCAT-A
erdQAstress14day,10,1188,ERD Winds,NOAA,"Winds, ASCAT",wind,ASCAT-A
erdQAstress1day,2573,1220,ERD Winds,NOAA,"Winds, ASCAT",wind,ASCAT-A
erdQAstress3day,10,1166,ERD Winds,NOAA,"Winds, ASCAT",wind,ASCAT-A
erdQAstress8day,12,1280,ERD Winds,NOAA,"Winds, ASCAT",wind,ASCAT-A
erdQAstressmday,53,1314,ERD Winds,NOAA,"Winds, ASCAT",wind,ASCAT-A
erdQAwind14day,9,1040,ERD Winds,NOAA,"Winds, ASCAT",wind,ASCAT-A
erdQAwind1day,42,1108,ERD Winds,NOAA,"Winds, ASCAT",wind,ASCAT-A
erdQAwind3day,9,1082,ERD Winds,NOAA,"Winds, ASCAT",wind,ASCAT-A
erdQAwind8day,10,1118,ERD Winds,NOAA,"Winds, ASCAT",wind,ASCAT-A
erdQAwindmday,12,842,ERD Winds,NOAA,"Winds, ASCAT",wind,ASCAT-A
erdQBdivmod14day,11,1082,ERD Winds,NOAA,"Winds, ASCAT",wind,ASCAT-B
erdQBdivmod1day,14,1140,ERD Winds,NOAA,"Winds, ASCAT",wind,ASCAT-B
erdQBdivmod3day,12,1096,ERD Winds,NOAA,"Winds, ASCAT",wind,ASCAT-B
erdQBdivmod8day,12,1126,ERD Winds,NOAA,"Winds, ASCAT",wind,ASCAT-B
erdQBdivmodmday,8,760,ERD Winds,NOAA,"Winds, ASCAT",wind,ASCAT-B
erdQBekm14day,12,1086,ERD Winds,NOAA,"Winds, ASCAT",wind,ASCAT-B
erdQBekm1day,15,1182,ERD Winds,NOAA,"Winds, ASCAT",wind,ASCAT-B
erdQBekm3day,11,1070,ERD Winds,NOAA,"Winds, ASCAT",wind,ASCAT-B
erdQBekm8day,11,1064,ERD Winds,NOAA,"Winds, ASCAT",wind,ASCAT-B
erdQBekmmday,23,742,ERD Winds,NOAA,"Winds, ASCAT",wind,ASCAT-B
erdQBstress14day,13,1200,ERD Winds,NOAA,"Winds, ASCAT",wind,ASCAT-B
erdQBstress1day,13,1088,ERD Winds,NOAA,"Winds, ASCAT",wind,ASCAT-B
erdQBstress3day,14,1198,ERD Winds,NOAA,"Winds, ASCAT",wind,ASCAT-B
erdQBstress8day,11,1098,ERD Winds,NOAA,"Winds, ASCAT",wind,ASCAT-B
erdQBstressmday,16,790,ERD Winds,NOAA,"Winds, ASCAT",wind,ASCAT-B
erdQBwind14day,11,1062,ERD Winds,NOAA,"Winds, ASCAT",wind,ASCAT-B
erdQBwind1day,231,3496,ERD Winds,NOAA,"Winds, ASCAT",wind,ASCAT-B
erdQBwind3day,216,3356,ERD Winds,NOAA,"Winds, ASCAT",wind,ASCAT-B
erdQBwind8day,216,3382,ERD Winds,NOAA,"Winds, ASCAT",wind,ASCAT-B
erdQBwindmday,17,2970,ERD Winds,NOAA,"Winds, ASCAT",wind,ASCAT-B
erdQCwindproducts1day,,,ERD Winds,NOAA,"Winds, ASCAT",wind,ASCAT-C
erdQCwindproducts3day,,,ERD Winds,NOAA,"Winds, ASCAT",wind,ASCAT-C
erdQCwindproducts4hrAscending,,,ERD Winds,NOAA,"Winds, ASCAT",wind,ASCAT-C
erdQCwindproducts4hrDecending,,,ERD Winds,NOAA,"Winds, ASCAT",wind,ASCAT-C
erdQCwindproducts7day,,,ERD Winds,NOAA,"Winds, ASCAT",wind,ASCAT-C
erdQCwindproductsMonthly,,,ERD Winds,NOAA,"Winds, ASCAT",wind,ASCAT-C
erdQMdivmod14day,11,1074,ERD Winds,NOAA,"Winds, ASCAT",wind,ASCAT-M
erdQMdivmod1day,14,1112,ERD Winds,NOAA,"Winds, ASCAT",wind,ASCAT-M
erdQMdivmod3day,12,1104,ERD Winds,NOAA,"Winds, ASCAT",wind,ASCAT-M
erdQMdivmod8day,11,1078,ERD Winds,NOAA,"Winds, ASCAT",wind,ASCAT-M
erdQMdivmodmday,7,704,ERD Winds,NOAA,"Winds, ASCAT",wind,ASCAT-M
erdQMekm14day,12,1122,ERD Winds,NOAA,"Winds, ASCAT",wind,ASCAT-M
erdQMekm1day,55,1182,ERD Winds,NOAA,"Winds, ASCAT",wind,ASCAT-M
erdQMekm3day,11,1058,ERD Winds,NOAA,"Winds, ASCAT",wind,ASCAT-M
erdQMekm8day,12,1118,ERD Winds,NOAA,"Winds, ASCAT",wind,ASCAT-M
erdQMekmmday,155,764,ERD Winds,NOAA,"Winds, ASCAT",wind,ASCAT-M
erdQMstress14day,12,1080,ERD Winds,NOAA,"Winds, ASCAT",wind,ASCAT-M
erdQMstress1day,85,5030,ERD Winds,NOAA,"Winds, ASCAT",wind,ASCAT-M
erdQMstress3day,12,1074,ERD Winds,NOAA,"Winds, ASCAT",wind,ASCAT-M
erdQMstress8day,12,1086,ERD Winds,NOAA,"Winds, ASCAT",wind,ASCAT-M
erdQMstressmday,7,680,ERD Winds,NOAA,"Winds, ASCAT",wind,ASCAT-M
erdQMwind14day,11,1062,ERD Winds,NOAA,"Winds, ASCAT",wind,ASCAT-M
erdQMwind1day,35,1728,ERD Winds,NOAA,"Winds, ASCAT",wind,ASCAT-M
erdQMwind3day,21,1526,ERD Winds,NOAA,"Winds, ASCAT",wind,ASCAT-M
erdQMwind8day,13,1440,ERD Winds,NOAA,"Winds, ASCAT",wind,ASCAT-M
erdQMwindmday,14,918,ERD Winds,NOAA,"Winds, ASCAT",wind,ASCAT-M
erdQSdivmod14day,5,430,ERD Winds,NOAA,"Winds, QuickScat",wind,QuickScat
erdQSdivmod1day,6,440,ERD Winds,NOAA,"Winds, QuickScat",wind,QuickScat
erdQSdivmod3day,6,446,ERD Winds,NOAA,"Winds, QuickScat",wind,QuickScat
erdQSdivmod8day,6,428,ERD Winds,NOAA,"Winds, QuickScat",wind,QuickScat
erdQSdivmodmday,6,506,ERD Winds,NOAA,"Winds, QuickScat",wind,QuickScat
erdQSekm14day,6,524,ERD Winds,NOAA,"Winds, QuickScat",wind,QuickScat
erdQSekm1day,7,556,ERD Winds,NOAA,"Winds, QuickScat",wind,QuickScat
erdQSekm3day,7,544,ERD Winds,NOAA,"Winds, QuickScat",wind,QuickScat
erdQSekm8day,7,538,ERD Winds,NOAA,"Winds, QuickScat",wind,QuickScat
erdQSekmmday,12,538,ERD Winds,NOAA,"Winds, QuickScat",wind,QuickScat
erdQSstress14day,6,592,ERD Winds,NOAA,"Winds, QuickScat",wind,QuickScat
erdQSstress1day,7,586,ERD Winds,NOAA,"Winds, QuickScat",wind,QuickScat
erdQSstress3day,7,582,ERD Winds,NOAA,"Winds, QuickScat",wind,QuickScat
erdQSstress8day,7,614,ERD Winds,NOAA,"Winds, QuickScat",wind,QuickScat
erdQSstressmday,7,604,ERD Winds,NOAA,"Winds, QuickScat",wind,QuickScat
erdQSwind1day,6,456,ERD Winds,NOAA,"Winds, QuickScat",wind,QuickScat
erdQSwind3day,8,558,ERD Winds,NOAA,"Winds, QuickScat",wind,QuickScat
erdQSwind4day,5,494,ERD Winds,NOAA,"Winds, QuickScat",wind,QuickScat
erdQSwind8day,6,476,ERD Winds,NOAA,"Winds, QuickScat",wind,QuickScat
erdQSwindmday,5,618,ERD Winds,NOAA,"Winds, QuickScat",wind,QuickScat
erdSAchla8day,3,238,NASA Ocean Color,NASA,"Chlorophyll, NASA SeaWiFS ",chl,SeaWiFS
erdSAchlamday,3,240,NASA Ocean Color,NASA,"Chlorophyll, NASA SeaWiFS ",chl,SeaWiFS
erdSGchla8day,3,206,NASA Ocean Color,NASA,"Chlorophyll, NASA SeaWiFS ",chl,SeaWiFS
erdSGchlamday,3,218,NASA Ocean Color,NASA,"Chlorophyll, NASA SeaWiFS ",chl,SeaWiFS
erdSHcdev8day,3,246,NASA Ocean Color,NASA,"Chlorophyll, NASA SeaWiFS ",chl,SeaWiFS
erdSHchla14day,3,246,NASA Ocean Color,NASA,"Chlorophyll, NASA SeaWiFS ",chl,SeaWiFS
erdSHchla1day,4,250,NASA Ocean Color,NASA,"Chlorophyll, NASA SeaWiFS ",chl,SeaWiFS
erdSHchla3day,4,240,NASA Ocean Color,NASA,"Chlorophyll, NASA SeaWiFS ",chl,SeaWiFS
erdSHchla8day,4,296,NASA Ocean Color,NASA,"Chlorophyll, NASA SeaWiFS ",chl,SeaWiFS
erdSHchlahday,3,240,NASA Ocean Color,NASA,"Chlorophyll, NASA SeaWiFS ",chl,SeaWiFS
erdSW1chla1day,12,646,NASA Ocean Color,NASA,"Chlorophyll, NASA SeaWiFS ",chl,SeaWiFS
erdSW1chla8day,171,3228,NASA Ocean Color,NASA,"Chlorophyll, NASA SeaWiFS ",chl,SeaWiFS
erdSW1chlamday,7,426,NASA Ocean Color,NASA,"Chlorophyll, NASA SeaWiFS ",chl,SeaWiFS
erdSW2018chla1day,24,1430,NASA Ocean Color,NASA,"Chlorophyll, NASA SeaWiFS ",chl,SeaWiFS
erdSW2018chla8day,21,1362,NASA Ocean Color,NASA,"Chlorophyll, NASA SeaWiFS ",chl,SeaWiFS
erdSW2018chlamday,452,5166,NASA Ocean Color,NASA,"Chlorophyll, NASA SeaWiFS ",chl,SeaWiFS
erdSWchla8day,203,21736,NASA Ocean Color,NASA,"Chlorophyll, NASA SeaWiFS ",chl,SeaWiFS
erdSWchlamday,31,428,NASA Ocean Color,NASA,"Chlorophyll, NASA SeaWiFS ",chl,SeaWiFS
erdVH2018chla1day,987,10886,NASA Ocean Color,NASA,"Chlorophyll, NASA VIIRS SNPP",chl,viirs-snpp
erdVH2018chla8day,183,10472,NASA Ocean Color,NASA,"Chlorophyll, NASA VIIRS SNPP",chl,viirs-snpp
erdVH2018chlamday,843,13958,NASA Ocean Color,NASA,"Chlorophyll, NASA VIIRS SNPP",chl,viirs-snpp
erdVH2018k4901day,43,2856,NASA Ocean Color,NASA,"Chlorophyll, NASA VIIRS SNPP",kd490,viirs-snpp
erdVH2018k4908day,23,2016,NASA Ocean Color,NASA,"NASA, Kd490 VIIRS SNPP",kd490,viirs-snpp
erdVH2018k490mday,440,8918,NASA Ocean Color,NASA,"NASA, Kd490 VIIRS SNPP",kd490,viirs-snpp
erdVH2018par1day,30,2002,NASA Ocean Color,NASA,"PAR, NASA VIIRS SNPP",par,viirs-snpp
erdVH2018par8day,51,2886,NASA Ocean Color,NASA,"PAR, NASA MODIS Aqua",par,viirs-snpp
erdVH2018parmday,631,2018,NASA Ocean Color,NASA,"PAR, NASA VIIRS SNPP",par,viirs-snpp
erdVH2018pic1day,44,2914,NASA Ocean Color,NOAA,"PIC, NASA VIIRS SNPP",pic,viirs-snpp
erdVH2018pic8day,45,2876,NASA Ocean Color,NASA,"PIC, NASA VIIRS SNPP",pic,viirs-snpp
